OrderNumber;Sales Channel;WarehouseCode;ProcuredDate;OrderDate;ShipDate;DeliveryDate;CurrencyCode;SalesTeamID;SalesTeamHead;CustomerID;CosutmerName;StoreID;ProductID;ProductName;Order Quantity;Discount Applied;Unit Price;Unit Cost
SO - 0001206;In-Store;WARE-UHY1004;10/4/2018;8/10/2018;12/10/2018;15/10/2018;USD;3;Jerry Green;13;Ole Group;233;47;Audio;6;0,075;5165,7;4029,246
SO - 0001207;Online;WARE-NBV1002;19/7/2018;8/10/2018;16/10/2018;22/10/2018;USD;17;Frank Brown;16;3LAB, Ltd;59;19;Vanities;6;0,3;5145,6;3601,92
SO - 0001208;Online;WARE-MKL1006;19/7/2018;8/10/2018;28/10/2018;6/11/2018;USD;14;Paul Holmes;5;Procter Corp;333;19;Vanities;4;0,2;1936,3;1277,958
SO - 0001209;Wholesale;WARE-NMK1003;19/7/2018;9/10/2018;30/10/2018;9/11/2018;USD;26;Donald Reynolds;1;Avon Corp;136;31;Candleholders;7;0,075;174,2;114,972
SO - 0001210;Distributor;WARE-PUJ1005;19/7/2018;9/10/2018;27/10/2018;5/11/2018;USD;24;Roy Rice;48;Fenwal, Corp;300;12;Dining Furniture;1;0,05;1728,6;1071,732
SO - 0001211;In-Store;WARE-NBV1002;19/7/2018;9/10/2018;12/10/2018;19/10/2018;USD;10;Jonathan Hawkins;37;AuroMedics Corp;61;40;Rugs;5;0,15;1809;1121,58
SO - 0001212;In-Store;WARE-NMK1003;19/7/2018;9/10/2018;16/10/2018;18/10/2018;USD;5;Stephen Payne;22;Capweld ;184;27;Wreaths;7;0,075;3517,5;2673,3
SO - 0001213;In-Store;WARE-XYS1001;19/7/2018;9/10/2018;12/10/2018;16/10/2018;USD;9;Joshua Ryan;23;E. Ltd;13;34;Bedroom Furniture;5;0,075;2659,9;2154,519
SO - 0001214;Online;WARE-PUJ1005;19/7/2018;9/10/2018;11/10/2018;19/10/2018;USD;20;Anthony Torres;24;Burt's Corp;275;24;Wall Frames;3;0,1;2351,7;1716,741
SO - 0001215;In-Store;WARE-PUJ1005;19/7/2018;10/10/2018;23/10/2018;24/10/2018;USD;1;Adam Hernandez;43;Exact-Rx, Corp;309;39;Floor Lamps;5;0,075;180,9;94,068
SO - 0001216;Distributor;WARE-NMK1003;19/7/2018;10/10/2018;7/11/2018;13/11/2018;USD;24;Roy Rice;21;Ohio ;109;29;Pendants;3;0,075;1118,9;581,828
SO - 0001217;In-Store;WARE-NMK1003;19/7/2018;10/10/2018;26/10/2018;3/11/2018;USD;9;Joshua Ryan;36;O.E. Ltd;155;46;Sculptures;3;0,15;2010;1185,9
SO - 0001218;Wholesale;WARE-NMK1003;19/7/2018;10/10/2018;28/10/2018;1/11/2018;USD;27;Shawn Torres;19;Qualitest ;189;39;Floor Lamps;5;0,05;1206;795,96
SO - 0001219;Distributor;WARE-XYS1001;19/7/2018;10/10/2018;5/11/2018;6/11/2018;USD;22;Joe Price;20;Pacific Ltd;2;46;Sculptures;1;0,05;180,9;130,248
SO - 0001220;In-Store;WARE-UHY1004;19/7/2018;11/10/2018;24/10/2018;26/10/2018;USD;8;George Lewis;12;Medline ;245;3;Table Lamps;1;0,075;3886;2059,58
SO - 0001221;Online;WARE-MKL1006;19/7/2018;11/10/2018;2/11/2018;7/11/2018;USD;13;Todd Roberts;12;Medline ;359;10;Blankets;3;0,075;6505,7;4293,762
SO - 0001222;Online;WARE-XYS1001;19/7/2018;11/10/2018;24/10/2018;25/10/2018;USD;16;Anthony Berry;4;ETUDE Ltd;35;36;Clocks;3;0,05;1051,9;820,482
SO - 0001223;In-Store;WARE-PUJ1005;19/7/2018;11/10/2018;5/11/2018;6/11/2018;USD;7;Shawn Cook;40;Select ;287;22;Wine Storage;4;0,05;1092,1;524,208
SO - 0001224;In-Store;WARE-XYS1001;19/7/2018;11/10/2018;17/10/2018;20/10/2018;USD;10;Jonathan Hawkins;42;Llorens Ltd;17;47;Audio;4;0,15;2492,4;1370,82
SO - 0001225;Distributor;WARE-MKL1006;10/4/2018;11/10/2018;5/11/2018;15/11/2018;USD;24;Roy Rice;17;Pure Group;355;16;Stemware;6;0,075;3892,7;1868,496
SO - 0001226;Distributor;WARE-MKL1006;19/7/2018;12/10/2018;21/10/2018;27/10/2018;USD;20;Anthony Torres;21;Ohio ;367;33;Outdoor Decor;7;0,4;2505,8;2079,814
SO - 0001227;Wholesale;WARE-UHY1004;19/7/2018;12/10/2018;28/10/2018;1/11/2018;USD;27;Shawn Torres;50;Sundial ;253;43;Festive;8;0,1;824,1;395,568
SO - 0001228;Distributor;WARE-UHY1004;19/7/2018;12/10/2018;27/10/2018;1/11/2018;USD;21;Samuel Fowler;35;Amylin Group;253;10;Blankets;8;0,05;690,1;441,664
SO - 0001229;In-Store;WARE-NBV1002;19/7/2018;12/10/2018;6/11/2018;12/11/2018;USD;10;Jonathan Hawkins;25;Prasco Group;66;21;Floral;5;0,2;2365,1;1206,201
SO - 0001230;In-Store;WARE-NBV1002;19/7/2018;12/10/2018;1/11/2018;6/11/2018;USD;11;Joshua Little;42;Llorens Ltd;65;22;Wine Storage;8;0,3;1072;460,96
SO - 0001231;Online;WARE-MKL1006;19/7/2018;12/10/2018;17/10/2018;18/10/2018;USD;15;Roger Alexander;17;Pure Group;355;29;Pendants;3;0,075;1065,3;468,732
SO - 0001232;Online;WARE-UHY1004;19/7/2018;12/10/2018;19/10/2018;29/10/2018;USD;18;Shawn Wallace;8;Medsep Group;256;11;Ornaments;7;0,1;2586,2;1396,548
SO - 0001233;In-Store;WARE-PUJ1005;19/7/2018;13/10/2018;25/10/2018;4/11/2018;USD;6;Joshua Bennett;46;U.S. Ltd;325;8;Cocktail Glasses;2;0,05;207,7;151,621
SO - 0001234;Online;WARE-XYS1001;19/7/2018;13/10/2018;16/10/2018;25/10/2018;USD;15;Roger Alexander;26;Mylan Corp;47;7;Dinnerware;5;0,075;4006,6;2283,762
SO - 0001235;In-Store;WARE-XYS1001;19/7/2018;13/10/2018;20/10/2018;24/10/2018;USD;10;Jonathan Hawkins;40;Select ;56;9;Baseball;6;0,15;2331,6;1095,852
SO - 0001236;Distributor;WARE-NMK1003;19/7/2018;13/10/2018;24/10/2018;30/10/2018;USD;24;Roy Rice;31;Uriel Group;100;41;Collectibles;7;0,3;1018,4;600,856
SO - 0001237;Online;WARE-XYS1001;19/7/2018;13/10/2018;2/11/2018;12/11/2018;USD;19;Nicholas Cunningham;18;Eminence Corp;12;20;Bar Tools;3;0,2;5628;4108,44
SO - 0001238;Distributor;WARE-NMK1003;19/7/2018;13/10/2018;7/11/2018;11/11/2018;USD;24;Roy Rice;49;Bare ;119;8;Cocktail Glasses;3;0,2;2546;1782,2
SO - 0001239;Online;WARE-MKL1006;19/7/2018;13/10/2018;24/10/2018;27/10/2018;USD;14;Paul Holmes;19;Qualitest ;331;10;Blankets;5;0,075;857,6;668,928
SO - 0001240;In-Store;WARE-NMK1003;19/7/2018;14/10/2018;7/11/2018;8/11/2018;USD;8;George Lewis;16;3LAB, Ltd;88;43;Festive;7;0,075;3906,1;1757,745
SO - 0001241;In-Store;WARE-UHY1004;19/7/2018;14/10/2018;3/11/2018;7/11/2018;USD;3;Jerry Green;11;Apollo Ltd;258;9;Baseball;8;0,05;1005;783,9
SO - 0001242;Distributor;WARE-PUJ1005;19/7/2018;14/10/2018;8/11/2018;17/11/2018;USD;24;Roy Rice;39;Victory Ltd;305;25;TV and video;4;0,05;844,2;388,332
SO - 0001243;Distributor;WARE-XYS1001;19/7/2018;14/10/2018;21/10/2018;25/10/2018;USD;25;Patrick Graham;45;Nipro ;32;16;Stemware;3;0,075;1031,8;515,9
SO - 0001244;In-Store;WARE-PUJ1005;19/7/2018;15/10/2018;17/10/2018;18/10/2018;USD;6;Joshua Bennett;6;PEDIFIX, Corp;301;1;Cookware;2;0,05;924,6;591,744
SO - 0001245;In-Store;WARE-PUJ1005;19/7/2018;15/10/2018;22/10/2018;24/10/2018;USD;7;Shawn Cook;46;U.S. Ltd;299;34;Bedroom Furniture;6;0,075;1072;825,44
SO - 0001246;Wholesale;WARE-NBV1002;19/7/2018;15/10/2018;22/10/2018;31/10/2018;USD;26;Donald Reynolds;32;OHTA'S Corp;75;28;Phones;5;0,15;261,3;172,458
SO - 0001247;Online;WARE-XYS1001;19/7/2018;15/10/2018;20/10/2018;28/10/2018;USD;18;Shawn Wallace;45;Nipro ;39;22;Wine Storage;4;0,05;1065,3;894,852
SO - 0001248;In-Store;WARE-UHY1004;19/7/2018;15/10/2018;6/11/2018;10/11/2018;USD;12;Carl Nguyen;38;Ascend Ltd;229;1;Cookware;5;0,15;1929,6;1254,24
SO - 0001249;Online;WARE-XYS1001;19/7/2018;15/10/2018;31/10/2018;9/11/2018;USD;18;Shawn Wallace;17;Pure Group;28;43;Festive;3;0,1;5460,5;3494,72
SO - 0001250;Distributor;WARE-UHY1004;19/7/2018;15/10/2018;26/10/2018;29/10/2018;USD;24;Roy Rice;27;Wuxi Group;229;33;Outdoor Decor;1;0,05;1815,7;1180,205
SO - 0001251;Online;WARE-NMK1003;19/7/2018;15/10/2018;5/11/2018;7/11/2018;USD;18;Shawn Wallace;42;Llorens Ltd;170;15;Outdoor Furniture;6;0,2;944,7;387,327
SO - 0001252;In-Store;WARE-MKL1006;10/4/2018;15/10/2018;31/10/2018;1/11/2018;USD;3;Jerry Green;8;Medsep Group;347;12;Dining Furniture;7;0,05;850,9;553,085
SO - 0001253;Online;WARE-NBV1002;19/7/2018;15/10/2018;1/11/2018;9/11/2018;USD;15;Roger Alexander;40;Select ;71;46;Sculptures;5;0,075;207,7;174,468
SO - 0001254;Online;WARE-NMK1003;19/7/2018;15/10/2018;10/11/2018;12/11/2018;USD;14;Paul Holmes;22;Capweld ;110;16;Stemware;5;0,1;1916,2;823,966
SO - 0001255;Online;WARE-UHY1004;19/7/2018;16/10/2018;12/11/2018;13/11/2018;USD;19;Nicholas Cunningham;28;Dharma Ltd;223;10;Blankets;2;0,1;1889,4;963,594
SO - 0001256;In-Store;WARE-NMK1003;19/7/2018;16/10/2018;19/10/2018;24/10/2018;USD;6;Joshua Bennett;4;ETUDE Ltd;91;20;Bar Tools;3;0,075;241,2;185,724
SO - 0001257;Distributor;WARE-NMK1003;19/7/2018;16/10/2018;2/11/2018;7/11/2018;USD;24;Roy Rice;3;Elorac, Corp;115;12;Dining Furniture;6;0,075;6016,6;4392,118
SO - 0001258;Distributor;WARE-XYS1001;19/7/2018;16/10/2018;1/11/2018;8/11/2018;USD;23;Douglas Tucker;42;Llorens Ltd;35;23;Accessories;3;0,075;1072;621,76
SO - 0001259;In-Store;WARE-XYS1001;19/7/2018;16/10/2018;6/11/2018;15/11/2018;USD;8;George Lewis;50;Sundial ;2;1;Cookware;4;0,15;3825,7;2601,476
SO - 0001260;In-Store;WARE-MKL1006;19/7/2018;17/10/2018;9/11/2018;15/11/2018;USD;3;Jerry Green;1;Avon Corp;352;17;Furniture Cushions;6;0,05;2814;2166,78
SO - 0001261;In-Store;WARE-PUJ1005;19/7/2018;17/10/2018;23/10/2018;28/10/2018;USD;10;Jonathan Hawkins;33;Trigen ;270;20;Bar Tools;8;0,05;2619,7;1807,593
SO - 0001262;Wholesale;WARE-NMK1003;19/7/2018;17/10/2018;19/10/2018;24/10/2018;USD;26;Donald Reynolds;48;Fenwal, Corp;157;8;Cocktail Glasses;7;0,3;1118,9;525,883
SO - 0001263;In-Store;WARE-NMK1003;19/7/2018;17/10/2018;28/10/2018;1/11/2018;USD;8;George Lewis;7;New Ltd;169;25;TV and video;2;0,05;1072;514,56
SO - 0001264;In-Store;WARE-NMK1003;19/7/2018;17/10/2018;25/10/2018;27/10/2018;USD;9;Joshua Ryan;20;Pacific Ltd;169;19;Vanities;2;0,05;3946,3;1617,983
SO - 0001265;In-Store;WARE-PUJ1005;19/7/2018;17/10/2018;1/11/2018;3/11/2018;USD;9;Joshua Ryan;25;Prasco Group;315;43;Festive;7;0,05;241,2;166,428
SO - 0001266;Online;WARE-NMK1003;19/7/2018;18/10/2018;11/11/2018;20/11/2018;USD;19;Nicholas Cunningham;46;U.S. Ltd;151;14;Mirrors;2;0,05;241,2;156,78
SO - 0001267;Online;WARE-UHY1004;19/7/2018;18/10/2018;24/10/2018;30/10/2018;USD;13;Todd Roberts;9;Ei ;260;40;Rugs;8;0,4;1005;854,25
SO - 0001268;Online;WARE-NMK1003;19/7/2018;18/10/2018;7/11/2018;13/11/2018;USD;18;Shawn Wallace;42;Llorens Ltd;139;34;Bedroom Furniture;1;0,1;234,5;178,22
SO - 0001269;In-Store;WARE-NMK1003;19/7/2018;18/10/2018;1/11/2018;11/11/2018;USD;4;Chris Armstrong;33;Trigen ;142;19;Vanities;4;0,15;904,5;741,69
SO - 0001270;In-Store;WARE-NMK1003;19/7/2018;18/10/2018;10/11/2018;20/11/2018;USD;10;Jonathan Hawkins;12;Medline ;88;32;Vases;6;0,15;1085,4;477,576
SO - 0001271;In-Store;WARE-NBV1002;19/7/2018;18/10/2018;23/10/2018;1/11/2018;USD;11;Joshua Little;3;Elorac, Corp;84;11;Ornaments;5;0,15;1018,4;600,856
SO - 0001272;In-Store;WARE-XYS1001;19/7/2018;18/10/2018;23/10/2018;2/11/2018;USD;11;Joshua Little;46;U.S. Ltd;26;4;Serveware;4;0,15;261,3;180,297
SO - 0001273;Online;WARE-PUJ1005;19/7/2018;18/10/2018;14/11/2018;23/11/2018;USD;13;Todd Roberts;25;Prasco Group;291;43;Festive;5;0,075;3939,6;2166,78
SO - 0001274;Online;WARE-PUJ1005;19/7/2018;18/10/2018;14/11/2018;18/11/2018;USD;15;Roger Alexander;34;OUR Ltd;302;23;Accessories;4;0,075;6117,1;3364,405
SO - 0001275;Online;WARE-NMK1003;19/7/2018;18/10/2018;7/11/2018;16/11/2018;USD;15;Roger Alexander;4;ETUDE Ltd;122;5;Bathroom Furniture;2;0,05;1775,5;1207,34
SO - 0001276;In-Store;WARE-NMK1003;19/7/2018;18/10/2018;21/10/2018;30/10/2018;USD;6;Joshua Bennett;1;Avon Corp;155;40;Rugs;2;0,075;1005;683,4
SO - 0001277;Online;WARE-MKL1006;19/7/2018;19/10/2018;14/11/2018;19/11/2018;USD;13;Todd Roberts;48;Fenwal, Corp;365;36;Clocks;8;0,05;1159,1;985,235
SO - 0001278;In-Store;WARE-UHY1004;19/7/2018;19/10/2018;31/10/2018;9/11/2018;USD;10;Jonathan Hawkins;11;Apollo Ltd;257;33;Outdoor Decor;7;0,075;241,2;200,196
SO - 0001279;Distributor;WARE-NMK1003;19/7/2018;19/10/2018;27/10/2018;6/11/2018;USD;21;Samuel Fowler;45;Nipro ;181;14;Mirrors;7;0,05;5936,2;3264,91
SO - 0001280;Online;WARE-PUJ1005;19/7/2018;19/10/2018;11/11/2018;15/11/2018;USD;18;Shawn Wallace;23;E. Ltd;306;3;Table Lamps;6;0,075;931,3;391,146
SO - 0001281;In-Store;WARE-NMK1003;19/7/2018;19/10/2018;7/11/2018;11/11/2018;USD;7;Shawn Cook;9;Ei ;125;6;Computers;4;0,05;1299,8;623,904
SO - 0001282;In-Store;WARE-XYS1001;19/7/2018;19/10/2018;14/11/2018;19/11/2018;USD;1;Adam Hernandez;15;Rochester Ltd;56;47;Audio;2;0,05;5373,4;2364,296
SO - 0001283;Distributor;WARE-MKL1006;19/7/2018;19/10/2018;1/11/2018;5/11/2018;USD;23;Douglas Tucker;38;Ascend Ltd;333;26;Candles;2;0,3;2224,4;1801,764
SO - 0001284;In-Store;WARE-NMK1003;19/7/2018;20/10/2018;17/11/2018;24/11/2018;USD;9;Joshua Ryan;43;Exact-Rx, Corp;188;45;Home Fragrances;5;0,075;2673,3;1684,179
SO - 0001285;Distributor;WARE-PUJ1005;19/7/2018;20/10/2018;27/10/2018;1/11/2018;USD;21;Samuel Fowler;13;Ole Group;290;24;Wall Frames;6;0,1;3999,9;2559,936
SO - 0001286;Online;WARE-UHY1004;19/7/2018;20/10/2018;8/11/2018;11/11/2018;USD;12;Carl Nguyen;18;Eminence Corp;226;40;Rugs;2;0,05;3845,8;3268,93
SO - 0001287;Online;WARE-NMK1003;19/7/2018;20/10/2018;22/10/2018;26/10/2018;USD;13;Todd Roberts;44;Winthrop ;127;18;Basketball;2;0,15;2311,5;1433,13
SO - 0001288;In-Store;WARE-MKL1006;19/7/2018;20/10/2018;16/11/2018;20/11/2018;USD;8;George Lewis;43;Exact-Rx, Corp;354;34;Bedroom Furniture;3;0,15;1112,2;444,88
SO - 0001289;Online;WARE-NMK1003;19/7/2018;20/10/2018;11/11/2018;17/11/2018;USD;16;Anthony Berry;21;Ohio ;137;35;Table Linens;8;0,05;1031,8;588,126
SO - 0001290;In-Store;WARE-NMK1003;19/7/2018;20/10/2018;26/10/2018;27/10/2018;USD;2;Keith Griffin;30;S.S.S. Group;112;36;Clocks;4;0,3;891,1;650,503
SO - 0001291;In-Store;WARE-NBV1002;19/7/2018;20/10/2018;26/10/2018;2/11/2018;USD;9;Joshua Ryan;10;21st Ltd;81;45;Home Fragrances;4;0,1;6103,7;4394,664
SO - 0001292;Online;WARE-PUJ1005;19/7/2018;21/10/2018;7/11/2018;16/11/2018;USD;16;Anthony Berry;48;Fenwal, Corp;285;17;Furniture Cushions;3;0,1;5547,6;3217,608
SO - 0001293;Online;WARE-PUJ1005;19/7/2018;21/10/2018;14/11/2018;18/11/2018;USD;13;Todd Roberts;13;Ole Group;329;6;Computers;3;0,05;683,4;396,372
SO - 0001294;In-Store;WARE-XYS1001;19/7/2018;21/10/2018;11/11/2018;12/11/2018;USD;11;Joshua Little;1;Avon Corp;42;46;Sculptures;6;0,15;5058,5;2782,175
SO - 0001295;Online;WARE-MKL1006;19/7/2018;21/10/2018;10/11/2018;18/11/2018;USD;13;Todd Roberts;17;Pure Group;332;20;Bar Tools;8;0,075;2485,7;1217,993
SO - 0001296;Wholesale;WARE-UHY1004;19/7/2018;21/10/2018;24/10/2018;30/10/2018;USD;28;Carlos Miller;31;Uriel Group;229;44;Pillows;8;0,075;6056,8;2907,264
SO - 0001297;Distributor;WARE-PUJ1005;19/7/2018;21/10/2018;31/10/2018;1/11/2018;USD;21;Samuel Fowler;19;Qualitest ;327;37;Platters;8;0,1;3819;2367,78
SO - 0001298;In-Store;WARE-PUJ1005;19/7/2018;21/10/2018;1/11/2018;6/11/2018;USD;4;Chris Armstrong;33;Trigen ;278;9;Baseball;6;0,1;951,4;437,644
SO - 0001299;Wholesale;WARE-NMK1003;19/7/2018;21/10/2018;24/10/2018;29/10/2018;USD;28;Carlos Miller;38;Ascend Ltd;121;21;Floral;6;0,2;1172,5;926,275
SO - 0001300;In-Store;WARE-NMK1003;19/7/2018;21/10/2018;16/11/2018;22/11/2018;USD;10;Jonathan Hawkins;36;O.E. Ltd;198;47;Audio;8;0,05;2586,2;1396,548
SO - 0001301;Wholesale;WARE-PUJ1005;19/7/2018;22/10/2018;30/10/2018;8/11/2018;USD;26;Donald Reynolds;10;21st Ltd;303;14;Mirrors;1;0,15;234,5;194,635
SO - 0001302;In-Store;WARE-XYS1001;19/7/2018;22/10/2018;17/11/2018;27/11/2018;USD;1;Adam Hernandez;3;Elorac, Corp;57;34;Bedroom Furniture;2;0,075;1192,6;632,078
SO - 0001303;Wholesale;WARE-PUJ1005;19/7/2018;22/10/2018;11/11/2018;19/11/2018;USD;28;Carlos Miller;13;Ole Group;292;46;Sculptures;6;0,15;3249,5;2697,085
SO - 0001304;Online;WARE-NMK1003;19/7/2018;22/10/2018;7/11/2018;13/11/2018;USD;15;Roger Alexander;10;21st Ltd;158;18;Basketball;7;0,3;5607,9;3757,293
SO - 0001305;In-Store;WARE-NMK1003;19/7/2018;22/10/2018;7/11/2018;9/11/2018;USD;1;Adam Hernandez;49;Bare ;200;29;Pendants;1;0,1;1098,8;868,052
SO - 0001306;Distributor;WARE-XYS1001;19/7/2018;22/10/2018;5/11/2018;11/11/2018;USD;24;Roy Rice;9;Ei ;27;35;Table Linens;7;0,1;1936,3;1394,136
SO - 0001307;Online;WARE-XYS1001;19/7/2018;22/10/2018;15/11/2018;22/11/2018;USD;15;Roger Alexander;33;Trigen ;21;9;Baseball;7;0,1;6371,7;4460,19
SO - 0001308;In-Store;WARE-PUJ1005;19/7/2018;22/10/2018;16/11/2018;21/11/2018;USD;10;Jonathan Hawkins;46;U.S. Ltd;307;47;Audio;8;0,075;897,8;736,196
SO - 0001309;Online;WARE-MKL1006;19/7/2018;22/10/2018;18/11/2018;25/11/2018;USD;16;Anthony Berry;14;Linde ;362;9;Baseball;2;0,4;837,5;586,25
SO - 0001310;Online;WARE-XYS1001;19/7/2018;22/10/2018;6/11/2018;10/11/2018;USD;13;Todd Roberts;13;Ole Group;8;46;Sculptures;3;0,075;737;626,45
SO - 0001311;In-Store;WARE-UHY1004;19/7/2018;23/10/2018;7/11/2018;11/11/2018;USD;5;Stephen Payne;39;Victory Ltd;241;40;Rugs;6;0,05;180,9;146,529
SO - 0001312;In-Store;WARE-MKL1006;19/7/2018;23/10/2018;26/10/2018;2/11/2018;USD;5;Stephen Payne;38;Ascend Ltd;351;8;Cocktail Glasses;4;0,05;3463,9;1662,672
SO - 0001313;In-Store;WARE-XYS1001;19/7/2018;23/10/2018;4/11/2018;7/11/2018;USD;7;Shawn Cook;20;Pacific Ltd;45;18;Basketball;4;0,075;180,9;85,023
SO - 0001314;Online;WARE-NMK1003;19/7/2018;23/10/2018;3/11/2018;9/11/2018;USD;13;Todd Roberts;8;Medsep Group;142;20;Bar Tools;5;0,075;971,5;777,2
SO - 0001315;Online;WARE-NMK1003;19/7/2018;24/10/2018;13/11/2018;22/11/2018;USD;16;Anthony Berry;29;Apotheca, Ltd;181;36;Clocks;8;0,05;2472,3;1310,319
SO - 0001316;In-Store;WARE-MKL1006;19/7/2018;24/10/2018;5/11/2018;8/11/2018;USD;2;Keith Griffin;7;New Ltd;331;3;Table Lamps;5;0,05;2385,2;1025,636
SO - 0001317;Online;WARE-NBV1002;19/7/2018;24/10/2018;8/11/2018;14/11/2018;USD;16;Anthony Berry;14;Linde ;63;4;Serveware;6;0,15;227,8;150,348
SO - 0001318;Distributor;WARE-PUJ1005;19/7/2018;24/10/2018;18/11/2018;26/11/2018;USD;20;Anthony Torres;43;Exact-Rx, Corp;303;21;Floral;4;0,05;1983,2;1487,4
SO - 0001319;In-Store;WARE-UHY1004;19/7/2018;24/10/2018;18/11/2018;20/11/2018;USD;10;Jonathan Hawkins;34;OUR Ltd;240;26;Candles;3;0,05;3973,1;2423,591
SO - 0001320;In-Store;WARE-NBV1002;19/7/2018;24/10/2018;1/11/2018;4/11/2018;USD;5;Stephen Payne;24;Burt's Corp;82;16;Stemware;7;0,2;3926,2;2120,148
SO - 0001321;Wholesale;WARE-XYS1001;19/7/2018;24/10/2018;16/11/2018;26/11/2018;USD;28;Carlos Miller;29;Apotheca, Ltd;18;29;Pendants;7;0,075;2412;2001,96
SO - 0001322;In-Store;WARE-MKL1006;19/7/2018;24/10/2018;15/11/2018;23/11/2018;USD;12;Carl Nguyen;12;Medline ;335;8;Cocktail Glasses;8;0,1;207,7;137,082
SO - 0001323;In-Store;WARE-NMK1003;19/7/2018;24/10/2018;26/10/2018;4/11/2018;USD;10;Jonathan Hawkins;1;Avon Corp;181;33;Outdoor Decor;6;0,075;3155,7;1924,977
SO - 0001324;In-Store;WARE-UHY1004;19/7/2018;25/10/2018;4/11/2018;10/11/2018;USD;5;Stephen Payne;13;Ole Group;247;5;Bathroom Furniture;5;0,2;991,6;475,968
SO - 0001325;In-Store;WARE-XYS1001;19/7/2018;25/10/2018;20/11/2018;27/11/2018;USD;6;Joshua Bennett;48;Fenwal, Corp;25;40;Rugs;6;0,075;1185,9;913,143
SO - 0001326;In-Store;WARE-XYS1001;19/7/2018;25/10/2018;29/10/2018;4/11/2018;USD;6;Joshua Bennett;3;Elorac, Corp;5;1;Cookware;8;0,05;201;152,76
SO - 0001327;Distributor;WARE-MKL1006;19/7/2018;25/10/2018;29/10/2018;30/10/2018;USD;23;Douglas Tucker;43;Exact-Rx, Corp;351;37;Platters;8;0,1;1159,1;834,552
SO - 0001328;In-Store;WARE-NBV1002;19/7/2018;25/10/2018;16/11/2018;20/11/2018;USD;8;George Lewis;5;Procter Corp;78;11;Ornaments;5;0,3;2653,2;1247,004
SO - 0001329;Online;WARE-PUJ1005;19/7/2018;25/10/2018;31/10/2018;8/11/2018;USD;14;Paul Holmes;37;AuroMedics Corp;328;29;Pendants;8;0,2;3932,9;1691,147
SO - 0001330;Distributor;WARE-NMK1003;19/7/2018;25/10/2018;20/11/2018;30/11/2018;USD;21;Samuel Fowler;14;Linde ;164;25;TV and video;7;0,075;2680;2010
SO - 0001331;In-Store;WARE-NBV1002;19/7/2018;25/10/2018;7/11/2018;13/11/2018;USD;7;Shawn Cook;46;U.S. Ltd;63;1;Cookware;6;0,075;2385,2;1836,604
SO - 0001332;In-Store;WARE-NMK1003;19/7/2018;25/10/2018;18/11/2018;24/11/2018;USD;5;Stephen Payne;3;Elorac, Corp;106;30;Wall Coverings;4;0,05;1949,7;1559,76
SO - 0001333;Online;WARE-PUJ1005;19/7/2018;25/10/2018;6/11/2018;16/11/2018;USD;18;Shawn Wallace;30;S.S.S. Group;276;18;Basketball;8;0,05;1139;489,77
SO - 0001334;In-Store;WARE-PUJ1005;19/7/2018;25/10/2018;21/11/2018;1/12/2018;USD;8;George Lewis;25;Prasco Group;314;20;Bar Tools;8;0,15;2646,5;1561,435
SO - 0001335;In-Store;WARE-NMK1003;19/7/2018;26/10/2018;15/11/2018;25/11/2018;USD;4;Chris Armstrong;44;Winthrop ;94;45;Home Fragrances;2;0,1;221,1;185,724
SO - 0001336;In-Store;WARE-NMK1003;19/7/2018;26/10/2018;4/11/2018;11/11/2018;USD;10;Jonathan Hawkins;23;E. Ltd;128;7;Dinnerware;4;0,1;1025,1;574,056
SO - 0001337;Distributor;WARE-PUJ1005;19/7/2018;26/10/2018;7/11/2018;16/11/2018;USD;24;Roy Rice;42;Llorens Ltd;319;4;Serveware;7;0,075;268;125,96
SO - 0001338;Online;WARE-PUJ1005;19/7/2018;26/10/2018;28/10/2018;2/11/2018;USD;19;Nicholas Cunningham;42;Llorens Ltd;316;46;Sculptures;5;0,4;1098,8;912,004
SO - 0001339;In-Store;WARE-NMK1003;19/7/2018;26/10/2018;6/11/2018;11/11/2018;USD;5;Stephen Payne;4;ETUDE Ltd;153;29;Pendants;8;0,15;2653,2;1538,856
SO - 0001340;Distributor;WARE-UHY1004;19/7/2018;26/10/2018;15/11/2018;19/11/2018;USD;22;Joe Price;30;S.S.S. Group;219;15;Outdoor Furniture;4;0,075;2237,8;1297,924
SO - 0001341;In-Store;WARE-NBV1002;19/7/2018;27/10/2018;20/11/2018;30/11/2018;USD;3;Jerry Green;26;Mylan Corp;70;12;Dining Furniture;4;0,05;1922,9;884,534
SO - 0001342;Online;WARE-MKL1006;19/7/2018;27/10/2018;15/11/2018;25/11/2018;USD;17;Frank Brown;40;Select ;347;28;Phones;2;0,05;5380,1;4304,08
SO - 0001343;Online;WARE-NMK1003;19/7/2018;27/10/2018;10/11/2018;19/11/2018;USD;19;Nicholas Cunningham;22;Capweld ;95;32;Vases;2;0,05;1078,7;528,563
SO - 0001344;Online;WARE-XYS1001;19/7/2018;27/10/2018;30/10/2018;3/11/2018;USD;19;Nicholas Cunningham;49;Bare ;7;36;Clocks;2;0,1;2271,3;1294,641
SO - 0001345;Online;WARE-NMK1003;19/7/2018;27/10/2018;12/11/2018;15/11/2018;USD;16;Anthony Berry;8;Medsep Group;119;22;Wine Storage;3;0,15;5473,9;2846,428
